country,chain,item,size_label,grams,ml,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,source_url
US,Dunkin,Cappuccino with Skim Milk and Sugar,Large,,,230,8,48,0,0,47,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Cappuccino with Skim Milk and Sugar,Medium,,,170,6,36,0,0,35,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Cappuccino with Skim Milk and Sugar,Small,,,110,4,24,0,0,23,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Cappuccino with Whole Milk,Large,,,160,8,13,8,0,12,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Cappuccino with Whole Milk,Medium,,,120,6,10,6,0,9,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Cappuccino with Whole Milk,Small,,,80,4,7,4,0,6,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Cappuccino with Whole Milk and Sugar,Large,,,290,8,48,8,0,46,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Cappuccino with Whole Milk and Sugar,Medium,,,220,6,36,6,0,35,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Cappuccino with Whole Milk and Sugar,Small,,,150,4,24,4,0,23,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Almond Iced Coffee with Protein Milk,Large,,,270,6,55,1.5,0,54,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Almond Iced Coffee with Protein Milk,Medium,,,200,5,41,1,0,40,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Almond Iced Coffee with Protein Milk,Small,,,140,3,28,0.5,0,27,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Chocolate Coconut Protein Latte,Large,,,380,20,56,8,0,51,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Chocolate Coconut Protein Latte,Medium,,,290,15,42,6,0,38,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Chocolate Coconut Protein Latte,Small,,,190,10,28,4,0,26,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Chocolate Hot Chocolate,Large,,,600,4,118,14,3,99,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Chocolate Hot Chocolate,Medium,,,440,3,86,10,2,72,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Chocolate Hot Chocolate,Small,,,300,2,58,7,2,49,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Chocolate Hot Chocolate - Extra Large,Extra Large,,,680,4,134,15,3,114,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Chocolate Iced Coffee with Chocolate Cold Foam,Large,,,390,3,57,17,1,54,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Chocolate Iced Coffee with Chocolate Cold Foam,Medium,,,270,2,40,12,0,38,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Chocolate Iced Coffee with Chocolate Cold Foam,Small,,,210,2,31,9,0,29,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Chocolate Protein Hot Latte,Large,,,370,20,55,8,0,51,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Chocolate Protein Hot Latte,Medium,,,280,15,42,6,0,38,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Chocolate Protein Hot Latte,Small,,,190,10,28,4,0,26,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Chocolate Protein Iced Latte,Large,,,370,20,55,8,0,51,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Chocolate Protein Iced Latte,Medium,,,280,15,42,6,0,38,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Chocolate Protein Iced Latte,Small,,,190,10,28,4,0,26,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Chocolate Shakin' Espresso,Large,,,240,2,54,2.5,2,38,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Chocolate Shakin' Espresso,Medium,,,180,1,40,2,2,29,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Chocolate Shakin' Espresso,Small,,,120,1,27,1.5,1,19,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Cold Brew with Dunkin' Cold Foam,Large,,,350,4,70,4,0,67,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Cold Brew with Dunkin' Cold Foam,Medium,,,250,3,51,3,0,49,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Cold Brew with Dunkin' Cold Foam,Small,,,200,2,38,2.5,0,37,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Craze Signature Hot Latte with Skim Milk,Large,,,440,16,80,6,0,75,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Craze Signature Hot Latte with Skim Milk,Medium,,,340,12,61,5,0,57,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Craze Signature Hot Latte with Skim Milk,Small,,,250,8,43,5,0,40,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Craze Signature Hot Latte with Whole Milk,Large,,,530,15,79,17,0,74,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Craze Signature Hot Latte with Whole Milk,Medium,,,410,11,61,14,0,57,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Craze Signature Hot Latte with Whole Milk,Small,,,300,8,43,11,0,39,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Craze Signature Iced Latte with Skim Milk,Large,,,430,16,79,6,0,75,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Craze Signature Iced Latte with Skim Milk,Medium,,,340,12,61,5,0,57,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Craze Signature Iced Latte with Skim Milk,Small,,,250,8,43,5,0,40,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Craze Signature Iced Latte with Whole Milk,Large,,,530,15,79,17,0,74,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Craze Signature Iced Latte with Whole Milk,Medium,,,410,11,61,14,0,57,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Craze Signature Iced Latte with Whole Milk,Small,,,300,8,43,11,0,39,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Creme Frozen Coffee,Large,,,1120,11,180,39,0,172,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Creme Frozen Coffee,Medium,,,860,8,138,30,0,132,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Creme Frozen Coffee,Small,,,610,6,97,21,0,92,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Frozen Chocolate,Large,,,900,11,176,17,1,165,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Frozen Chocolate,Medium,,,700,9,135,14,1,126,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Frozen Chocolate,Small,,,500,6,95,11,1,88,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Frozen Coffee with Cream,Large,,,1000,9,164,35,0,158,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Frozen Coffee with Cream,Medium,,,750,7,123,26,0,119,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Frozen Coffee with Cream,Small,,,500,5,82,17,0,79,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Frozen Coffee with Skim Milk,Large,,,720,10,168,0,0,162,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Frozen Coffee with Skim Milk,Medium,,,540,8,126,0,0,122,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Frozen Coffee with Skim Milk,Small,,,360,5,84,0,0,81,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Frozen Coffee with Whole Milk,Large,,,770,10,168,6,0,162,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Frozen Coffee with Whole Milk,Medium,,,580,7,126,4.5,0,122,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Frozen Coffee with Whole Milk,Small,,,380,5,84,3,0,81,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Hot Cappuccino with Skim Milk,Large,,,310,11,65,0,0,63,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Hot Cappuccino with Skim Milk,Medium,,,230,8,49,0,0,47,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Hot Cappuccino with Skim Milk,Small,,,160,6,33,0,0,32,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Hot Cappuccino with Whole Milk,Large,,,380,11,65,8,0,63,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Hot Cappuccino with Whole Milk,Medium,,,280,8,48,6,0,47,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Hot Cappuccino with Whole Milk,Small,,,190,5,32,4,0,31,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Hot Coffee with Black,Large,,,230,3,52,0,0,51,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Hot Coffee with Black,Medium,,,170,3,39,0,0,38,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Hot Coffee with Black,Small,,,110,2,26,0,0,26,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Hot Coffee with Black - Extra Large,XLarge,,,280,4,64,0,0,64,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Hot Coffee with Cream,Large,,,340,5,53,12,0,53,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Hot Coffee with Cream,Medium,,,260,4,40,9,0,40,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Hot Coffee with Cream,Small,,,170,3,27,6,0,26,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Hot Coffee with Cream - Extra Large,XLarge,,,420,6,67,15,0,66,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Hot Latte with Skim Milk,Large,,,350,15,71,0,0,69,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Hot Latte with Skim Milk,Medium,,,260,11,53,0,0,52,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Hot Latte with Skim Milk,Small,,,180,8,36,0,0,35,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Hot Latte with Whole Milk,Large,,,450,14,70,12,0,69,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Hot Latte with Whole Milk,Medium,,,340,11,53,9,0,52,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Hot Latte with Whole Milk,Small,,,230,7,35,6,0,34,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Hot Macchiato with Skim Milk,Large,,,310,11,66,0,0,63,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Hot Macchiato with Skim Milk,Medium,,,240,8,49,0,0,47,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Hot Macchiato with Skim Milk,Small,,,160,6,33,0,0,32,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Hot Macchiato with Whole Milk,Large,,,380,11,65,8,0,63,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Hot Macchiato with Whole Milk,Medium,,,290,8,49,6,0,47,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Hot Macchiato with Whole Milk,Small,,,190,5,33,4,0,31,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Iced Cappuccino with Skim Milk,Large,,,310,11,65,0,0,63,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Iced Cappuccino with Skim Milk,Medium,,,230,8,49,0,0,47,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Iced Cappuccino with Skim Milk,Small,,,160,6,33,0,0,32,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Iced Cappuccino with Whole Milk,Large,,,380,11,65,8,0,63,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Iced Cappuccino with Whole Milk,Medium,,,280,8,48,6,0,47,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Iced Cappuccino with Whole Milk,Small,,,190,5,32,4,0,31,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Iced Coffee,Large,,,230,3,52,0,0,51,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Iced Coffee,Medium,,,170,3,39,0,0,38,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Iced Coffee,Small,,,110,2,26,0,0,26,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Iced Coffee with Cream,Large,,,340,5,53,12,0,53,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Iced Coffee with Cream,Medium,,,260,4,40,9,0,40,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Iced Coffee with Cream,Small,,,170,3,27,6,0,26,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Iced Latte with Skim Milk,Large,,,350,15,71,0,0,69,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Iced Latte with Skim Milk,Medium,,,260,11,53,0,0,52,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Iced Latte with Skim Milk,Small,,,180,8,36,0,0,35,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Iced Latte with Whole Milk,Large,,,450,14,70,12,0,69,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Iced Latte with Whole Milk,Medium,,,340,11,53,9,0,52,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Iced Latte with Whole Milk,Small,,,230,7,35,6,0,34,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Iced Macchiato with Skim Milk,Large,,,310,11,66,0,0,63,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Iced Macchiato with Skim Milk,Medium,,,240,8,49,0,0,47,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Iced Macchiato with Skim Milk,Small,,,160,6,33,0,0,32,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Iced Macchiato with Whole Milk,Large,,,380,11,65,8,0,63,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Iced Macchiato with Whole Milk,Medium,,,290,8,49,6,0,47,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Caramel Swirl Iced Macchiato with Whole Milk,Small,,,190,5,33,4,0,31,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Chai Hot Latte with Skim Milk- Large,Large,,,290,13,58,0.5,2,54,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Chai Hot Latte with Skim Milk- Medium,Medium,,,220,10,44,0,2,41,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Chai Hot Latte with Skim Milk- Small,Small,,,150,7,29,0,1,27,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Chai Hot Latte with Whole Milk- Large,Large,,,390,12,57,12,2,54,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Chai Hot Latte with Whole Milk- Medium,Medium,,,290,9,43,9,2,40,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Chai Hot Latte with Whole Milk- Small,Small,,,200,6,29,6,1,27,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Chai Iced Latte with Skim Milk- Large,Large,,,290,13,58,0.5,2,54,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Chai Iced Latte with Skim Milk- Medium,Medium,,,220,10,44,0,2,41,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Chai Iced Latte with Skim Milk- Small,Small,,,150,7,29,0,1,27,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Chai Iced Latte with Whole Milk- Large,Large,,,390,12,57,12,2,54,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Chai Iced Latte with Whole Milk- Medium,Medium,,,290,9,43,9,2,40,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Chai Iced Latte with Whole Milk- Small,Small,,,200,6,29,6,1,27,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Chicken Biscuit,1 Sandwich,,,460,21,46,22,1,3,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Chicken Croissant Sandwich,1 Sandwich,,,590,28,47,33,2,6,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Chocolate Butternut Donut,1 Donut,,,450,4,57,24,1,35,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Chocolate Chip Muffin,1 Muffin,,,550,7,85,21,2,49,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Chocolate Coconut Donut,1 Donut,,,430,4,50,25,1,29,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Chocolate Covered Strawberry Daydream Refresher,Large,,,400,3,78,8,3,60,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Chocolate Covered Strawberry Daydream Refresher,Medium,,,280,2,56,5,2,42,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Chocolate Covered Strawberry Daydream Refresher,Small,,,210,1,41,4.5,2,32,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Chocolate Crème Donut,1 Donut,,,290,5,36,14,1,14,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Chocolate Crème Stick,1 Stick,,,460,6,58,23,2,33,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Chocolate Dipped French Cruller,1 Donut,,,280,3,33,15,0,20,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Chocolate Frosted Cake Donut,1 Donut,,,360,4,41,20,1,21,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Chocolate Frosted Donut,1 Donut,,,260,4,34,11,1,13,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Chocolate Frosted Donut with Valentine Sprinkles,1 Donut,,,270,5,37,12,1,15,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Chocolate Frosted with Chocolate Sprinkles Donut,1 Donut,,,270,5,36,12,1,15,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Chocolate Frosted with Sprinkles Donut,1 Donut,,,270,4,36,12,1,15,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Chocolate Hazelnut Truffle Iced Coffee,Large,,,340,4,53,12,2,47,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Chocolate Hazelnut Truffle Iced Coffee,Medium,,,250,3,40,9,2,35,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Chocolate Hazelnut Truffle Iced Coffee,Small,,,170,2,26,6,1,24,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Chocolate Headlight Donut,1 Donut,,,310,5,41,14,1,19,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Chocolate Long John,1 Long John,,,320,6,41,15,1,16,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Cinnamon Donut,1 Donut,,,330,4,34,20,1,13,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Cinnamon Munchkins,1 Donut Hole,,,60,1,6,3.5,0,2,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Cinnamon Raisin Bagel,1 Bagel,,,320,11,67,1,4,13,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Cinnamon Stick,1 Stick,,,430,4,39,30,1,16,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Classic Plain Cream Cheese Spread,1 Unit,,,120,2,3,12,0,3,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Cleveland Guardians Donut,1 Donut,,,270,4,37,12,1,15,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Cocoa Cloud Latte,Large,,,500,13,74,17,1,70,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Cocoa Cloud Latte,Medium,,,360,9,53,12,0,50,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Cocoa Cloud Latte,Small,,,260,6,39,9,0,37,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Cocoa Mocha Signature Hot Latte with Skim Milk,Large,,,420,15,79,6,2,69,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Cocoa Mocha Signature Hot Latte with Skim Milk,Medium,,,330,11,61,6,2,53,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Cocoa Mocha Signature Hot Latte with Skim Milk,Small,,,250,8,43,5,1,37,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Cocoa Mocha Signature Hot Latte with Whole Milk,Large,,,520,14,78,18,2,68,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Cocoa Mocha Signature Hot Latte with Whole Milk,Medium,,,400,10,60,14,2,52,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Cocoa Mocha Signature Hot Latte with Whole Milk,Small,,,300,7,43,11,1,36,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Cocoa Mocha Signature Iced Latte with Skim Milk,Large,,,420,15,78,6,2,69,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Cocoa Mocha Signature Iced Latte with Skim Milk,Medium,,,330,11,60,6,2,52,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Cocoa Mocha Signature Iced Latte with Skim Milk,Small,,,250,8,43,5,1,36,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Cocoa Mocha Signature Iced Latte with Whole Milk,Large,,,520,14,77,18,2,68,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Cocoa Mocha Signature Iced Latte with Whole Milk,Medium,,,400,10,60,14,2,52,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Cocoa Mocha Signature Iced Latte with Whole Milk,Small,,,300,7,42,11,1,36,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Coconut Donut,1 Donut,,,410,4,50,21,1,28,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Coffee Cake Muffin,1 Muffin,,,590,7,88,24,2,51,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Coffee Roll,1 Coffee Roll,,,390,7,48,19,2,17,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Cold Brew Coffee,Large,,,5,1,0,0,0,0,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Cold Brew Coffee,Medium,,,5,0,0,0,0,0,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
US,Dunkin,Cold Brew Coffee,Small,,,5,0,0,0,0,0,https://www.dunkindonuts.com/content/dam/dd/pdf/nutrition.pdf
